Year,OSHPD ID,Admission_Source_Route,Count
2011,190766,Not Your Emergency Room (or No ER),256
2011,190782,Not Your Emergency Room (or No ER),2157
2011,190784,Not Your Emergency Room (or No ER),2751
2011,190796,Your Emergency Room,10033
2011,190796,Not Your Emergency Room (or No ER),15248
2011,190812,Your Emergency Room,6548
2011,190812,Not Your Emergency Room (or No ER),13164
2011,190814,Not Your Emergency Room (or No ER),3100
2011,190818,Your Emergency Room,3449
2011,190818,Not Your Emergency Room (or No ER),3332
2011,190854,Your Emergency Room,2457
2011,190854,Not Your Emergency Room (or No ER),2759
2011,190857,Not Your Emergency Room (or No ER),205
2011,190859,Your Emergency Room,5669
2011,190859,Not Your Emergency Room (or No ER),3014
2011,190859,Unknown,1
2011,190878,Your Emergency Room,9618
2011,190878,Not Your Emergency Room (or No ER),13916
2011,190883,Your Emergency Room,4548
2011,190883,Not Your Emergency Room (or No ER),5086
2011,190930,Not Your Emergency Room (or No ER),2022
2011,190949,Your Emergency Room,8497
2011,190949,Not Your Emergency Room (or No ER),3973
2011,191216,Not Your Emergency Room (or No ER),2
2011,191225,Not Your Emergency Room (or No ER),714
2011,191227,Your Emergency Room,15818
2011,191227,Not Your Emergency Room (or No ER),6044
2011,191227,Unknown,1
2011,191228,Your Emergency Room,24750
2011,191228,Not Your Emergency Room (or No ER),8710
2011,191231,Your Emergency Room,9585
2011,191231,Not Your Emergency Room (or No ER),4768
2011,191306,Not Your Emergency Room (or No ER),3875
2011,191450,Your Emergency Room,5186
2011,191450,Not Your Emergency Room (or No ER),8015
2011,194010,Not Your Emergency Room (or No ER),1267
2011,194219,Not Your Emergency Room (or No ER),10262
2011,194967,Not Your Emergency Room (or No ER),92
2011,194981,Not Your Emergency Room (or No ER),95
2011,196035,Your Emergency Room,8287
2011,196035,Not Your Emergency Room (or No ER),9043
2011,196168,Not Your Emergency Room (or No ER),20181
2011,196403,Your Emergency Room,11666
2011,196403,Not Your Emergency Room (or No ER),12713
2011,196404,Not Your Emergency Room (or No ER),405
2011,196405,Your Emergency Room,6281
2011,196405,Not Your Emergency Room (or No ER),1368
2011,201281,Your Emergency Room,2254
2011,201281,Not Your Emergency Room (or No ER),4543
2011,204019,Your Emergency Room,7921
2011,204019,Not Your Emergency Room (or No ER),5622
2011,210992,Your Emergency Room,3710
2011,210992,Not Your Emergency Room (or No ER),1821
2011,210993,Not Your Emergency Room (or No ER),516
2011,214034,Your Emergency Room,1258
2011,214034,Not Your Emergency Room (or No ER),356
2011,220733,Your Emergency Room,199
2011,220733,Not Your Emergency Room (or No ER),43
2011,230949,Your Emergency Room,685
2011,230949,Not Your Emergency Room (or No ER),646
2011,231013,Your Emergency Room,782
2011,231013,Not Your Emergency Room (or No ER),736
2011,231396,Your Emergency Room,2613
2011,231396,Not Your Emergency Room (or No ER),2200
2011,231396,Unknown,1
2011,240924,Your Emergency Room,826
2011,240924,Not Your Emergency Room (or No ER),1484
2011,240942,Your Emergency Room,7297
2011,240942,Not Your Emergency Room (or No ER),7102
2011,244027,Not Your Emergency Room (or No ER),564
2011,250955,Your Emergency Room,4
2011,250955,Not Your Emergency Room (or No ER),19
2011,250956,Your Emergency Room,192
2011,250956,Not Your Emergency Room (or No ER),87
2011,260011,Your Emergency Room,347
2011,260011,Not Your Emergency Room (or No ER),412
2011,270744,Your Emergency Room,7416
2011,270744,Not Your Emergency Room (or No ER),5527
2011,270777,Your Emergency Room,666
2011,270777,Not Your Emergency Room (or No ER),1446
2011,270875,Your Emergency Room,5776
2011,270875,Not Your Emergency Room (or No ER),6304
2011,274043,Your Emergency Room,3739
2011,274043,Not Your Emergency Room (or No ER),7064
2011,281047,Your Emergency Room,4466
2011,281047,Not Your Emergency Room (or No ER),4202
2011,281078,Your Emergency Room,1395
2011,281078,Not Your Emergency Room (or No ER),4877
2011,291023,Your Emergency Room,3983
2011,291023,Not Your Emergency Room (or No ER),2011
2011,291053,Your Emergency Room,973
2011,291053,Not Your Emergency Room (or No ER),1143
2011,300032,Your Emergency Room,5383
2011,300032,Not Your Emergency Room (or No ER),6684
2011,300225,Your Emergency Room,7109
2011,300225,Not Your Emergency Room (or No ER),6654
2011,300225,Unknown,4
2011,301097,Your Emergency Room,797
2011,301097,Not Your Emergency Room (or No ER),37
2011,301098,Your Emergency Room,8640
2011,301098,Not Your Emergency Room (or No ER),6000
2011,301098,Unknown,4
2011,301127,Not Your Emergency Room (or No ER),769
2011,301132,Your Emergency Room,9890
2011,301132,Not Your Emergency Room (or No ER),16390
2011,301140,Your Emergency Room,1132
2011,301140,Not Your Emergency Room (or No ER),890
2011,301155,Not Your Emergency Room (or No ER),3339
2011,301175,Your Emergency Room,9960
2014,250956,Your Emergency Room,139
2011,301175,Not Your Emergency Room (or No ER),10801
2011,301188,Your Emergency Room,2918
2011,301188,Not Your Emergency Room (or No ER),5734
2011,301205,Your Emergency Room,13495
2011,301205,Not Your Emergency Room (or No ER),17701
2011,301205,Unknown,2
2011,301209,Your Emergency Room,3129
2011,301209,Not Your Emergency Room (or No ER),228
2011,301234,Your Emergency Room,3293
2011,301234,Not Your Emergency Room (or No ER),494
2011,301248,Your Emergency Room,6185
2011,301248,Not Your Emergency Room (or No ER),5297
2011,301258,Your Emergency Room,2599
2011,301258,Not Your Emergency Room (or No ER),3194
2011,301258,Unknown,1
2011,301262,Your Emergency Room,10776
2011,301262,Not Your Emergency Room (or No ER),9592
2011,301279,Your Emergency Room,9867
2011,301279,Not Your Emergency Room (or No ER),7997
2011,301279,Unknown,1
2011,301283,Your Emergency Room,3845
2011,301283,Not Your Emergency Room (or No ER),4243
2011,301297,Your Emergency Room,2805
2011,301297,Not Your Emergency Room (or No ER),981
2011,301304,Not Your Emergency Room (or No ER),822
2011,301317,Your Emergency Room,10543
2011,301317,Not Your Emergency Room (or No ER),7800
2011,301337,Your Emergency Room,2991
2011,301337,Not Your Emergency Room (or No ER),1440
2011,301340,Your Emergency Room,9302
2011,301340,Not Your Emergency Room (or No ER),15692
2011,301342,Your Emergency Room,8057
2011,301342,Not Your Emergency Room (or No ER),9568
2011,301357,Not Your Emergency Room (or No ER),400
2011,301379,Your Emergency Room,5702
2011,301379,Not Your Emergency Room (or No ER),297
2011,304079,Not Your Emergency Room (or No ER),1281
2011,304113,Your Emergency Room,1204
2011,304113,Not Your Emergency Room (or No ER),726
2011,304159,Not Your Emergency Room (or No ER),134
2011,304460,Your Emergency Room,9
2011,304460,Not Your Emergency Room (or No ER),3544
2011,310791,Your Emergency Room,3129
2011,310791,Not Your Emergency Room (or No ER),1186
2011,311000,Your Emergency Room,11155
2011,311000,Not Your Emergency Room (or No ER),9852
2011,314024,Your Emergency Room,9161
2011,314024,Not Your Emergency Room (or No ER),15173
2011,314024,Unknown,8
2011,314029,Not Your Emergency Room (or No ER),681
2011,320859,Your Emergency Room,377
2011,320859,Not Your Emergency Room (or No ER),92
2011,320986,Your Emergency Room,256
2011,320986,Not Your Emergency Room (or No ER),274
2011,321016,Your Emergency Room,173
2011,321016,Not Your Emergency Room (or No ER),64
2011,330120,Not Your Emergency Room (or No ER),1411
2011,331152,Your Emergency Room,5833
2011,331152,Not Your Emergency Room (or No ER),4766
2011,331164,Your Emergency Room,9012
2011,331164,Not Your Emergency Room (or No ER),11413
2011,331168,Your Emergency Room,12840
2011,331168,Not Your Emergency Room (or No ER),5395
2011,331194,Your Emergency Room,7792
2011,331194,Not Your Emergency Room (or No ER),4467
2011,331194,Unknown,1
2011,331216,Your Emergency Room,4203
2011,331216,Not Your Emergency Room (or No ER),6732
2011,331226,Not Your Emergency Room (or No ER),921
2011,331288,Your Emergency Room,913
2011,331288,Not Your Emergency Room (or No ER),605
2011,331293,Your Emergency Room,4577
2011,331293,Not Your Emergency Room (or No ER),6371
2011,331312,Your Emergency Room,12669
2011,331312,Not Your Emergency Room (or No ER),12555
2011,331326,Your Emergency Room,2821
2011,331326,Not Your Emergency Room (or No ER),1196
2011,331326,Unknown,9
2011,332172,Not Your Emergency Room (or No ER),428
2011,334018,Your Emergency Room,3179
2011,334018,Not Your Emergency Room (or No ER),417
2011,334025,Your Emergency Room,5419
2011,334025,Not Your Emergency Room (or No ER),11731
2011,334048,Your Emergency Room,2511
2011,334048,Not Your Emergency Room (or No ER),2811
2011,334068,Your Emergency Room,10728
2011,334068,Not Your Emergency Room (or No ER),10539
2011,334457,Not Your Emergency Room (or No ER),894
2011,334487,Your Emergency Room,11584
2011,334487,Not Your Emergency Room (or No ER),12330
2011,334589,Your Emergency Room,719
2011,334589,Not Your Emergency Room (or No ER),154
2011,334589,Unknown,23
2011,340913,Your Emergency Room,6422
2011,340913,Not Your Emergency Room (or No ER),4887
2011,340913,Unknown,5
2011,340947,Your Emergency Room,7025
2011,340947,Not Your Emergency Room (or No ER),14317
2011,340947,Unknown,23
2011,340950,Your Emergency Room,14226
2011,340950,Not Your Emergency Room (or No ER),8785
2011,340951,Your Emergency Room,5820
2011,340951,Not Your Emergency Room (or No ER),4220
2011,340951,Unknown,1
2011,341006,Your Emergency Room,15529
2011,341006,Not Your Emergency Room (or No ER),14960
2011,341051,Your Emergency Room,6915
2011,341051,Not Your Emergency Room (or No ER),5555
2011,341051,Unknown,1
2011,341052,Your Emergency Room,4173
2011,341052,Not Your Emergency Room (or No ER),18670
2011,342344,Your Emergency Room,7395
2011,342344,Not Your Emergency Room (or No ER),7539
2011,342392,Not Your Emergency Room (or No ER),5077
2011,344011,Not Your Emergency Room (or No ER),1841
2011,344017,Not Your Emergency Room (or No ER),2275
2011,344021,Not Your Emergency Room (or No ER),3861
2011,344021,Unknown,1
2011,344029,Your Emergency Room,3814
2011,344029,Not Your Emergency Room (or No ER),2734
2011,344029,Unknown,2
2011,344035,Not Your Emergency Room (or No ER),350
2011,344114,Not Your Emergency Room (or No ER),1080
2011,344170,Not Your Emergency Room (or No ER),537
2011,350784,Your Emergency Room,1691
2011,350784,Not Your Emergency Room (or No ER),1461
2011,361105,Your Emergency Room,1789
2011,361105,Not Your Emergency Room (or No ER),613
2011,361110,Your Emergency Room,270
2011,361110,Not Your Emergency Room (or No ER),21
2011,361144,Your Emergency Room,6375
2011,361144,Not Your Emergency Room (or No ER),48
2011,361166,Your Emergency Room,3669
2011,361166,Not Your Emergency Room (or No ER),2064
2011,361223,Your Emergency Room,12753
2011,361223,Not Your Emergency Room (or No ER),17210
2011,361246,Your Emergency Room,13682
2011,361246,Not Your Emergency Room (or No ER),20233
2011,361266,Your Emergency Room,101
2011,361266,Not Your Emergency Room (or No ER),109
2011,361274,Not Your Emergency Room (or No ER),1031
2011,361308,Your Emergency Room,6107
2011,361308,Not Your Emergency Room (or No ER),8528
2011,361318,Your Emergency Room,10261
2011,361318,Not Your Emergency Room (or No ER),7026
2011,361323,Your Emergency Room,6066
2011,361323,Not Your Emergency Room (or No ER),8324
2011,361339,Your Emergency Room,7896
2011,361339,Not Your Emergency Room (or No ER),10058
2011,361343,Your Emergency Room,11105
2011,361343,Not Your Emergency Room (or No ER),7327
2011,361370,Your Emergency Room,2605
2011,361370,Not Your Emergency Room (or No ER),4563
2011,361370,Unknown,2
2011,361458,Your Emergency Room,235
2011,361458,Not Your Emergency Room (or No ER),14
2011,362041,Your Emergency Room,2579
2011,362041,Not Your Emergency Room (or No ER),1573
2011,364014,Not Your Emergency Room (or No ER),4348
2011,364050,Not Your Emergency Room (or No ER),5001
2011,364121,Not Your Emergency Room (or No ER),1094
2011,364144,Your Emergency Room,5862
2011,364144,Not Your Emergency Room (or No ER),1730
2011,364188,Not Your Emergency Room (or No ER),759
2011,364231,Your Emergency Room,20783
2011,364231,Not Your Emergency Room (or No ER),6121
2011,370652,Your Emergency Room,6138
2011,370652,Not Your Emergency Room (or No ER),2185
2011,370652,Unknown,2
2011,370673,Your Emergency Room,6310
2011,370673,Not Your Emergency Room (or No ER),9734
2011,370689,Your Emergency Room,610
2011,370689,Not Your Emergency Room (or No ER),2568
2011,370694,Your Emergency Room,13024
2011,370694,Not Your Emergency Room (or No ER),25560
2011,370705,Your Emergency Room,1520
2011,370705,Not Your Emergency Room (or No ER),1828
2011,370705,Unknown,1
2011,370714,Your Emergency Room,20617
2011,370714,Not Your Emergency Room (or No ER),11308
2011,370721,Not Your Emergency Room (or No ER),657
2011,370730,Your Emergency Room,14938
2011,370730,Not Your Emergency Room (or No ER),16621
2011,370744,Your Emergency Room,21165
2011,370744,Not Your Emergency Room (or No ER),15646
2011,370745,Your Emergency Room,1
2011,370745,Not Your Emergency Room (or No ER),5544
2011,370749,Not Your Emergency Room (or No ER),2157
2011,370755,Your Emergency Room,10994
2011,370755,Not Your Emergency Room (or No ER),12657
2011,370759,Your Emergency Room,6748
2011,370759,Not Your Emergency Room (or No ER),4725
2011,370759,Unknown,1
2011,370771,Your Emergency Room,6886
2011,370771,Not Your Emergency Room (or No ER),13982
2011,370780,Your Emergency Room,10402
2011,370780,Not Your Emergency Room (or No ER),8585
2011,370780,Unknown,4
2011,370782,Your Emergency Room,10934
2011,370782,Not Your Emergency Room (or No ER),16686
2011,370787,Not Your Emergency Room (or No ER),1943
2011,370875,Your Emergency Room,9316
2011,370875,Not Your Emergency Room (or No ER),8449
2011,370977,Your Emergency Room,3687
2011,370977,Not Your Emergency Room (or No ER),4474
2011,371256,Not Your Emergency Room (or No ER),11484
2011,371394,Your Emergency Room,5535
2011,371394,Not Your Emergency Room (or No ER),5474
2011,374024,Not Your Emergency Room (or No ER),2837
2011,374049,Not Your Emergency Room (or No ER),247
2011,374055,Not Your Emergency Room (or No ER),2299
2011,374084,Not Your Emergency Room (or No ER),932
2011,374094,Not Your Emergency Room (or No ER),951
2011,380842,Not Your Emergency Room (or No ER),815
2011,380857,Your Emergency Room,4996
2011,380857,Not Your Emergency Room (or No ER),11341
2011,380865,Not Your Emergency Room (or No ER),1053
2011,380868,Not Your Emergency Room (or No ER),686
2011,380929,Your Emergency Room,8974
2011,380929,Not Your Emergency Room (or No ER),22215
2011,380939,Your Emergency Room,10431
2011,380939,Not Your Emergency Room (or No ER),5766
2011,380960,Your Emergency Room,4328
2011,380960,Not Your Emergency Room (or No ER),2126
2011,380964,Your Emergency Room,2202
2011,380964,Not Your Emergency Room (or No ER),2774
2011,380965,Your Emergency Room,3050
2011,380965,Not Your Emergency Room (or No ER),3440
2011,381154,Your Emergency Room,7589
2011,381154,Not Your Emergency Room (or No ER),21962
2011,382715,Your Emergency Room,1502
2011,382715,Not Your Emergency Room (or No ER),413
2011,390846,Your Emergency Room,4544
2011,390846,Not Your Emergency Room (or No ER),5078
