Year,OSHPD ID,Facility Name,County Name,Type of Control,Disposition,Count
2009,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,Non-Profit,Died,134
2009,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,Non-Profit,Home Health Service,378
2009,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,Non-Profit,Other,13
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Routine (Home),3491
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Acute Care (This Hospital),145
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Other Care (This Hospital),127
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Skilled Nursing/IC (This Hospital),761
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Acute Care (Another Hospital),59
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Other Care (Another Hospital),38
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Skilled Nursing/IC (Elsewhere),558
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Residential Care Facility,89
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Prison/Jail,4
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Against Medical Advice,48
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Died,258
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Home Health Service,1312
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Other,12
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Routine (Home),22445
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Acute Care (Another Hospital),658
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Other Care (Another Hospital),953
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Skilled Nursing/IC (Elsewhere),1223
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Residential Care Facility,55
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Prison/Jail,127
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Against Medical Advice,169
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Died,683
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Home Health Service,4210
2009,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Other,31
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Routine (Home),1044
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Acute Care (Another Hospital),38
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Other Care (Another Hospital),2
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Skilled Nursing/IC (Elsewhere),260
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Residential Care Facility,2
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Against Medical Advice,10
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Died,53
2009,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Home Health Service,634
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Routine (Home),9416
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Acute Care (Another Hospital),210
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Other Care (Another Hospital),36
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (Elsewhere),1458
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Residential Care Facility,40
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Prison/Jail,1
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Against Medical Advice,141
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Died,296
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Home Health Service,662
2009,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Other,106
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Routine (Home),6640
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Acute Care (This Hospital),15
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Other Care (This Hospital),24
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (This Hospital),110
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Acute Care (Another Hospital),297
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Other Care (Another Hospital),31
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (Elsewhere),1067
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Residential Care Facility,89
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Prison/Jail,4
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Against Medical Advice,112
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Died,237
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Home Health Service,805
2009,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Other,5
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Routine (Home),9376
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Acute Care (Another Hospital),221
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Other Care (Another Hospital),63
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Skilled Nursing/IC (Elsewhere),410
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Prison/Jail,147
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Against Medical Advice,125
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Died,202
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Home Health Service,158
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Routine (Home),13604
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Acute Care (This Hospital),84
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Other Care (This Hospital),27
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (This Hospital),599
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Acute Care (Another Hospital),220
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Other Care (Another Hospital),122
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (Elsewhere),1720
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Residential Care Facility,112
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Prison/Jail,3
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Against Medical Advice,194
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Died,537
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Home Health Service,1827
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Other,62
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Unknown,1
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Routine (Home),3879
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Acute Care (Another Hospital),236
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Other Care (Another Hospital),15
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (Elsewhere),405
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Residential Care Facility,37
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Against Medical Advice,18
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Died,79
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Home Health Service,224
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Routine (Home),1303
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Acute Care (Another Hospital),51
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Other Care (Another Hospital),1
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (Elsewhere),47
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Residential Care Facility,18
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Against Medical Advice,18
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Home Health Service,1
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Routine (Home),3077
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Acute Care (Another Hospital),160
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Other Care (Another Hospital),11
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Skilled Nursing/IC (Elsewhere),369
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Residential Care Facility,5
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Prison/Jail,305
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Against Medical Advice,38
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Died,106
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Home Health Service,216
2009,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Other,8
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Routine (Home),853
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Acute Care (Another Hospital),3
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Other Care (Another Hospital),3
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Skilled Nursing/IC (Elsewhere),3
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Residential Care Facility,261
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Prison/Jail,14
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Died,1
2009,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Unknown,11
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Routine (Home),9433
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Acute Care (This Hospital),47
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Other Care (This Hospital),7
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (This Hospital),63
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Acute Care (Another Hospital),650
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Other Care (Another Hospital),126
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Skilled Nursing/IC (Elsewhere),854
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Residential Care Facility,12
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Against Medical Advice,57
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Died,169
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Home Health Service,117
2009,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Other,25
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Routine (Home),1376
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Acute Care (This Hospital),14
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Other Care (This Hospital),1
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Skilled Nursing/IC (This Hospital),217
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Acute Care (Another Hospital),88
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Other Care (Another Hospital),25
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Skilled Nursing/IC (Elsewhere),171
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Residential Care Facility,12
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Prison/Jail,2
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Against Medical Advice,31
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Died,112
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Home Health Service,730
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Other,11
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Routine (Home),3513
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Acute Care (Another Hospital),50
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Other Care (Another Hospital),25
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Skilled Nursing/IC (Elsewhere),576
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Residential Care Facility,20
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Prison/Jail,64
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Against Medical Advice,29
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Died,144
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Home Health Service,1116
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Other,14
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Routine (Home),4661
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Acute Care (Another Hospital),116
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Other Care (Another Hospital),75
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Skilled Nursing/IC (Elsewhere),582
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Residential Care Facility,12
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Prison/Jail,272
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Against Medical Advice,31
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Died,122
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Home Health Service,1064
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Other,2
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Routine (Home),4324
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Acute Care (Another Hospital),128
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Other Care (Another Hospital),88
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Skilled Nursing/IC (Elsewhere),605
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Residential Care Facility,9
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Prison/Jail,130
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Against Medical Advice,58
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Died,168
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Home Health Service,928
2009,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,SAN LUIS OBISPO,City/County,Routine (Home),959
2009,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,SAN LUIS OBISPO,City/County,Other Care (Another Hospital),120
2009,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,SAN LUIS OBISPO,City/County,Skilled Nursing/IC (Elsewhere),7
2009,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,SAN LUIS OBISPO,City/County,Prison/Jail,19
2009,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,SAN LUIS OBISPO,City/County,Other,34
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Routine (Home),2607
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Acute Care (This Hospital),133
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Other Care (This Hospital),74
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Skilled Nursing/IC (This Hospital),288
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Acute Care (Another Hospital),209
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Other Care (Another Hospital),32
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Skilled Nursing/IC (Elsewhere),23
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Residential Care Facility,152
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Prison/Jail,35
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Against Medical Advice,51
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Died,151
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Home Health Service,39
2009,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Other,300
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Routine (Home),6104
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Acute Care (Another Hospital),495
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Other Care (Another Hospital),108
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Skilled Nursing/IC (Elsewhere),577
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Residential Care Facility,114
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Prison/Jail,3
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Against Medical Advice,46
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Died,240
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Home Health Service,820
2009,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Other,3
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Routine (Home),3613
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Acute Care (Another Hospital),256
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Other Care (Another Hospital),58
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Skilled Nursing/IC (Elsewhere),637
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Residential Care Facility,145
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Against Medical Advice,26
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Died,244
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Home Health Service,855
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Routine (Home),6701
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Acute Care (This Hospital),129
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Other Care (This Hospital),1
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Skilled Nursing/IC (This Hospital),759
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Acute Care (Another Hospital),123
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Other Care (Another Hospital),47
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Skilled Nursing/IC (Elsewhere),1038
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Residential Care Facility,132
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Against Medical Advice,77
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Died,376
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Home Health Service,834
2009,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Other,9
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Routine (Home),3
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Acute Care (This Hospital),4
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Acute Care (Another Hospital),28
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Skilled Nursing/IC (Elsewhere),6
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Residential Care Facility,2
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Against Medical Advice,1
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Died,26
2009,410828,SETON MEDICAL CENTER - COASTSIDE,SAN MATEO,Non-Profit,Home Health Service,13
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Routine (Home),11685
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Acute Care (This Hospital),127
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Other Care (This Hospital),183
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Skilled Nursing/IC (This Hospital),992
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Acute Care (Another Hospital),195
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Other Care (Another Hospital),52
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Skilled Nursing/IC (Elsewhere),979
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Residential Care Facility,27
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Prison/Jail,3
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Against Medical Advice,110
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Died,424
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Home Health Service,1555
2009,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Other,26
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Routine (Home),7118
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Acute Care (This Hospital),15
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Other Care (This Hospital),13
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Skilled Nursing/IC (This Hospital),20
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Acute Care (Another Hospital),205
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Other Care (Another Hospital),25
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Skilled Nursing/IC (Elsewhere),588
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Residential Care Facility,125
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Against Medical Advice,30
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Died,141
2009,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Home Health Service,1081
2009,414018,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,Non-Profit,Routine (Home),458
2009,414018,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,Non-Profit,Acute Care (Another Hospital),3
