Year,OSHPD Facility Number,Facility Name,County Name,Type Of Control,Type Of Care,Count
2011,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,ALAMEDA,City/County,Skilled Nursing/Intermediate Care,173
2011,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,ALAMEDA,City/County,Psychiatric,2856
2011,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,ALAMEDA,City/County,Physical Rehabilitation,515
2011,010856,KAISER FND HOSP - OAKLAND CAMPUS,ALAMEDA,Non-Profit,Acute,20781
2011,010858,KAISER FND HOSP - HAYWARD/FREMONT,ALAMEDA,Non-Profit,Acute,17629
2011,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,ALAMEDA,Investor,Acute,474
2011,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,ALAMEDA,Non-Profit,Acute,12703
2011,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,ALAMEDA,Non-Profit,Skilled Nursing/Intermediate Care,769
2011,010967,ST. ROSE HOSPITAL,ALAMEDA,Non-Profit,Acute,8707
2011,010967,ST. ROSE HOSPITAL,ALAMEDA,Non-Profit,Skilled Nursing/Intermediate Care,246
2011,010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,District,Acute,14679
2011,013619,SAN LEANDRO HOSPITAL,ALAMEDA,Non-Profit,Acute,3707
2011,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,Non-Profit,Chemical Dependency,515
2011,014034,FREMONT HOSPITAL,ALAMEDA,Investor,Psychiatric,2982
2011,014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Acute,8282
2011,014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Skilled Nursing/Intermediate Care,489
2011,014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Psychiatric,201
2011,014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,ALAMEDA,Investor,Psychiatric,1207
2011,014226,TELECARE WILLOW ROCK CENTER,ALAMEDA,Investor,Psychiatric,483
2011,034002,SUTTER AMADOR HOSPITAL,AMADOR,Non-Profit,Acute,2549
2011,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Non-Profit,Acute,831
2011,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Non-Profit,Skilled Nursing/Intermediate Care,55
2011,040875,FEATHER RIVER HOSPITAL,BUTTE,Non-Profit,Acute,6347
2011,040937,OROVILLE HOSPITAL,BUTTE,Non-Profit,Acute,9448
2011,040937,OROVILLE HOSPITAL,BUTTE,Non-Profit,Skilled Nursing/Intermediate Care,653
2011,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,BUTTE,Non-Profit,Acute,14671
2011,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,BUTTE,Non-Profit,Psychiatric,635
2011,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,BUTTE,Non-Profit,Physical Rehabilitation,526
2011,044006,BUTTE COUNTY PHF,BUTTE,City/County,Psychiatric,638
2011,050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,CALAVERAS,Non-Profit,Acute,1348
2011,050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,CALAVERAS,Non-Profit,Skilled Nursing/Intermediate Care,11
2011,060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Acute,1133
2011,060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Skilled Nursing/Intermediate Care,77
2011,070904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Acute,5996
2011,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Acute,10025
2011,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Psychiatric,839
2011,070934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Acute,8699
2011,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Acute,19119
2011,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Physical Rehabilitation,591
2011,070990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Acute,17790
2011,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Acute,9228
2011,074017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,Investor,Acute,5378
2011,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Psychiatric,2201
2011,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Chemical Dependency,646
2011,074097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Acute,9000
2011,084001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Acute,2598
2011,090793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Acute,2593
2011,090793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Skilled Nursing/Intermediate Care,60
2011,090933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Acute,5711
2011,090933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Skilled Nursing/Intermediate Care,233
2011,094002,EL DORADO COUNTY P H F,EL DORADO,City/County,Psychiatric,343
2011,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Acute,13050
2011,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Acute,577
2011,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Skilled Nursing/Intermediate Care,86
2011,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Acute,39052
2011,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Skilled Nursing/Intermediate Care,451
2011,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Psychiatric,3447
2011,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Physical Rehabilitation,624
2011,100797,ADVENTIST MEDICAL CENTER - REEDLEY,FRESNO,Non-Profit,Acute,3017
2011,100797,ADVENTIST MEDICAL CENTER - REEDLEY,FRESNO,Non-Profit,Skilled Nursing/Intermediate Care,3
2011,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Acute,29480
2011,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Acute,1507
2011,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Acute,2069
2011,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Acute,8535
2011,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,Investor,Psychiatric,1225
2011,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Acute,3366
2011,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Acute,322
2011,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Skilled Nursing/Intermediate Care,22
2011,121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor,Acute,2255
2011,121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,District,Acute,50
2011,121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,District,Skilled Nursing/Intermediate Care,22
2011,121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Non-Profit,Acute,1780
2011,121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Non-Profit,Skilled Nursing/Intermediate Care,67
2011,121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,Non-Profit,Acute,6862
2011,121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,Non-Profit,Physical Rehabilitation,185
2011,124004,SEMPERVIRENS P.H.F.,HUMBOLDT,City/County,Psychiatric,572
2011,130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,City/County,Acute,7266
2011,130760,PIONEERS MEMORIAL HOSPITAL,IMPERIAL,District,Acute,8284
2011,141273,NORTHERN INYO HOSPITAL,INYO,District,Acute,1023
2011,141273,NORTHERN INYO HOSPITAL,INYO,District,Skilled Nursing/Intermediate Care,14
2011,141338,SOUTHERN INYO HOSPITAL,INYO,District,Acute,75
2011,141338,SOUTHERN INYO HOSPITAL,INYO,District,Skilled Nursing/Intermediate Care,30
2011,150706,DELANO REGIONAL MEDICAL CENTER,KERN,Non-Profit,Acute,4036
2011,150706,DELANO REGIONAL MEDICAL CENTER,KERN,Non-Profit,Skilled Nursing/Intermediate Care,39
2011,150722,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,KERN,Non-Profit,Acute,20835
2011,150736,KERN MEDICAL CENTER,KERN,City/County,Acute,13179
2011,150736,KERN MEDICAL CENTER,KERN,City/County,Psychiatric,723
2011,150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,District,Acute,653
2011,150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,District,Skilled Nursing/Intermediate Care,211
2011,150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Non-Profit,Acute,14993
2011,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,KERN,Investor,Acute,1147
2011,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,KERN,Investor,Psychiatric,1697
2011,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,KERN,Investor,Chemical Dependency,270
2011,150782,RIDGECREST REGIONAL HOSPITAL,KERN,Non-Profit,Acute,2806
2011,150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Non-Profit,Acute,22360
2011,154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,KERN,Investor,Physical Rehabilitation,1555
2011,154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor,Acute,4043
2011,154147,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-BAKERSFIELD,KERN,Investor,Psychiatric,455
2011,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,KERN,Investor,Psychiatric,346
2011,160787,CENTRAL VALLEY GENERAL HOSPITAL,KINGS,Non-Profit,Acute,3974
2011,164029,ADVENTIST MEDICAL CENTER,KINGS,Non-Profit,Acute,12783
2011,171049,ST. HELENA HOSPITAL - CLEARLAKE,LAKE,Non-Profit,Acute,1885
2011,171049,ST. HELENA HOSPITAL - CLEARLAKE,LAKE,Non-Profit,Skilled Nursing/Intermediate Care,55
2011,171395,SUTTER LAKESIDE HOSPITAL,LAKE,Non-Profit,Acute,2257
2011,171395,SUTTER LAKESIDE HOSPITAL,LAKE,Non-Profit,Skilled Nursing/Intermediate Care,90
2011,184008,BANNER LASSEN MEDICAL CENTER,LASSEN,Non-Profit,Acute,1600
2011,190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Acute,3891
2011,190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,37
2011,190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Physical Rehabilitation,287
2011,190020,BHC ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Psychiatric,4719
2011,190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,25
2011,190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,7
2011,190049,KINDRED HOSPITAL BALDWIN PARK,LOS ANGELES,Investor,Acute,805
2011,190052,BARLOW RESPIRATORY HOSPITAL,LOS ANGELES,Non-Profit,Acute,799
2011,190053,ST. MARY MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,13918
2011,190053,ST. MARY MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,481
2011,190066,BELLFLOWER MEDICAL CENTER,LOS ANGELES,Investor,Acute,4918
2011,190066,BELLFLOWER MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,1359
2011,190081,BEVERLY HOSPITAL,LOS ANGELES,Non-Profit,Acute,9604
2011,190110,BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Acute,5806
2011,190110,BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,32
2011,190110,BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,1634
2011,190110,BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Chemical Dependency,936
2011,190110,BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,324
2011,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,Non-Profit,Acute,20010
2011,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,528
2011,190137,CASA COLINA HOSPITAL FOR REHAB MEDICINE,LOS ANGELES,Non-Profit,Physical Rehabilitation,1237
2011,190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,18987
2011,190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,45
2011,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Psychiatric,941
2011,190159,TRI-CITY REGIONAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,3226
2011,190163,AURORA CHARTER OAK,LOS ANGELES,Investor,Psychiatric,5058
2011,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,Non-Profit,Acute,11693
2011,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,Non-Profit,Physical Rehabilitation,172
2011,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,LOS ANGELES,Non-Profit,Acute,6063
2011,190184,COLLEGE HOSPITAL,LOS ANGELES,Investor,Psychiatric,6045
2011,190196,KINDRED HOSPITAL SOUTH BAY,LOS ANGELES,Investor,Acute,1092
2011,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,LOS ANGELES,Investor,Acute,3879
2011,190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,5507
2011,190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,117
2011,190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,Investor,Acute,10671
2011,190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,247
2011,190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,138
2011,190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,Investor,Unknown,1
2011,190232,DEL AMO HOSPITAL,LOS ANGELES,Investor,Psychiatric,5790
2011,190232,DEL AMO HOSPITAL,LOS ANGELES,Investor,Chemical Dependency,55
2011,190240,LAKEWOOD REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,8040
2011,190243,DOWNEY REGIONAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,13020
2011,190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,Investor,Acute,5183
2011,190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,37
2011,190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,1533
2011,190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,24
2011,190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,253
2011,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Non-Profit,Acute,6351
2011,190305,KINDRED HOSPITAL - LOS ANGELES,LOS ANGELES,Investor,Acute,914
2011,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",LOS ANGELES,Investor,Acute,8161
2011,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",LOS ANGELES,Investor,Physical Rehabilitation,275
2011,190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor,Acute,14795
2011,190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,515
2011,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Psychiatric,1021
2011,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Acute,19348
2011,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,949
2011,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Psychiatric,1726
2011,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,LOS ANGELES,Non-Profit,Physical Rehabilitation,569
2011,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,1524
2011,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,532
2011,190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,4314
2011,190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,8
2011,190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,LOS ANGELES,Investor,Acute,3580
2011,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor,Acute,17525
2011,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,152
2011,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,438
2011,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,17641
2011,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,37
2011,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,203
2011,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,Non-Profit,Acute,18724
2011,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,242
2011,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,Non-Profit,Physical Rehabilitation,106
2011,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Acute,29230
2011,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Psychiatric,954
2011,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Chemical Dependency,382
2011,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,300
2011,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,LOS ANGELES,Investor,Psychiatric,2957
2011,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Acute,7281
2011,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,715
2011,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Psychiatric,1513
2011,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Physical Rehabilitation,1
2011,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Non-Profit,Unknown,1
2011,190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,26378
2011,190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,1526
2011,190429,KAISER FND HOSP - LOS ANGELES,LOS ANGELES,Non-Profit,Acute,26986
2011,190429,KAISER FND HOSP - LOS ANGELES,LOS ANGELES,Non-Profit,Psychiatric,2094
2011,190431,KAISER FND HOSP - SOUTH BAY,LOS ANGELES,Non-Profit,Acute,16571
2011,190432,KAISER FND HOSP - PANORAMA CITY,LOS ANGELES,Non-Profit,Acute,14439
2011,190434,KAISER FND HOSP - WEST LA,LOS ANGELES,Non-Profit,Acute,14229
2011,190449,KINDRED HOSPITAL - LA MIRADA,LOS ANGELES,Investor,Acute,2252
2011,190462,"AURORA LAS ENCINAS HOSPITAL, LLC",LOS ANGELES,Investor,Psychiatric,1973
2011,190462,"AURORA LAS ENCINAS HOSPITAL, LLC",LOS ANGELES,Investor,Chemical Dependency,382
2011,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,LOS ANGELES,Investor,Acute,1611
2011,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,LOS ANGELES,Non-Profit,Acute,21049
2011,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,2019
2011,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,LOS ANGELES,Non-Profit,Physical Rehabilitation,1
2011,190475,COMMUNITY HOSPITAL OF LONG BEACH,LOS ANGELES,Non-Profit,Acute,2769
2011,190475,COMMUNITY HOSPITAL OF LONG BEACH,LOS ANGELES,Non-Profit,Psychiatric,1366
2011,190500,MARINA DEL REY HOSPITAL,LOS ANGELES,Investor,Acute,4413
2011,190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,15879
2011,190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Investor,Acute,8067
2011,190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,96
2011,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,Non-Profit,Acute,12856
2011,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,180
2011,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,Non-Profit,Acute,3604
2011,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,Non-Profit,Psychiatric,3330
2011,190525,LONG BEACH MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,20828
2011,190525,LONG BEACH MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,546
2011,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,Non-Profit,Acute,16747
2011,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,1081
2011,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,Non-Profit,Physical Rehabilitation,471
2011,190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,Investor,Acute,6094
2011,190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,1
2011,190541,MONROVIA MEMORIAL HOSPITAL,LOS ANGELES,Investor,Acute,663
2011,190547,MONTEREY PARK HOSPITAL,LOS ANGELES,Investor,Acute,6655
2011,190552,MOTION PICTURE AND TELEVISION HOSPITAL,LOS ANGELES,Non-Profit,Acute,229
2011,190552,MOTION PICTURE AND TELEVISION HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,42
2011,190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,54016
2011,190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,837
2011,190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,769
2011,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,18305
2011,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,1827
2011,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,291
2011,190570,NORWALK COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,2835
2011,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,27978
2011,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Acute,20819
2011,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,714
2011,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,148
2011,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,LOS ANGELES,Non-Profit,Acute,19924
2011,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,LOS ANGELES,Non-Profit,Physical Rehabilitation,166
2011,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Acute,6255
2011,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,580
2011,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Psychiatric,573
2011,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Chemical Dependency,148
2011,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Physical Rehabilitation,322
2011,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Acute,15803
2011,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Acute,3738
2011,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,82
2011,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Psychiatric,1721
2011,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Acute,3929
2011,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Psychiatric,297
2011,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Acute,1116
2011,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,22240
2011,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,381
2011,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,1822
2011,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Acute,14248
2011,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,20238
2011,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,312
2011,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,8431
