Year,OSHPD Facility Number,Facility Name,Type Of Control,County Name,Discharge Days,Count
2010,504038,STANISLAUS SURGICAL HOSPITAL,Investor,STANISLAUS,Discharge Days,2267
2010,514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,City/County,SUTTER,Discharge Days,3397
2010,514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Investor,SUTTER,Discharge Days,1662
2010,514033,NORTH VALLEY BEHAVIORAL HEALTH,Investor,SUTTER,Discharge Days,4909
2010,521041,ST. ELIZABETH COMMUNITY HOSPITAL,Non-Profit,TEHAMA,Discharge Days,10106
2010,531059,TRINITY HOSPITAL,District,TRINITY,Discharge Days,2990
2010,540734,KAWEAH DELTA MEDICAL CENTER,District,TULARE,Discharge Days,139475
2010,540798,SIERRA VIEW DISTRICT HOSPITAL,District,TULARE,Discharge Days,40162
2010,540816,TULARE REGIONAL MEDICAL CENTER,District,TULARE,Discharge Days,23125
2010,551061,TUOLUMNE GENERAL MEDICAL FACILITY,City/County,TUOLUMNE,Discharge Days,6014
2010,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,Non-Profit,TUOLUMNE,Discharge Days,37898
2010,560203,AURORA VISTA DEL MAR HOSPITAL,Investor,VENTURA,Discharge Days,22356
2010,560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,Non-Profit,VENTURA,Discharge Days,52320
2010,560481,VENTURA COUNTY MEDICAL CENTER,City/County,VENTURA,Discharge Days,54265
2010,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Investor,VENTURA,Discharge Days,83104
2010,560501,OJAI VALLEY COMMUNITY HOSPITAL,Non-Profit,VENTURA,Discharge Days,19587
2010,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,Non-Profit,VENTURA,Discharge Days,28458
2010,560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,Non-Profit,VENTURA,Discharge Days,32461
2010,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Non-Profit,VENTURA,Discharge Days,62828
2010,560838,PACIFIC SHORES HOSPITAL,Investor,VENTURA,Discharge Days,4153
2010,564121,THOUSAND OAKS SURGICAL HOSPITAL,Investor,VENTURA,Discharge Days,2443
2010,571086,WOODLAND MEMORIAL HOSPITAL,Non-Profit,YOLO,Discharge Days,18332
2010,574010,SUTTER DAVIS HOSPITAL,Non-Profit,YOLO,Discharge Days,11881
2010,580996,RIDEOUT MEMORIAL HOSPITAL,Non-Profit,YUBA,Discharge Days,53686
2011,010735,ALAMEDA HOSPITAL,District,ALAMEDA,Discharge Days,21109
2011,010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,Non-Profit,ALAMEDA,Discharge Days,96451
2011,010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,Non-Profit,ALAMEDA,Discharge Days,51561
2011,010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,9017
2011,010805,EDEN MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,42552
2011,010844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,Non-Profit,ALAMEDA,Discharge Days,31266
2011,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Discharge Days,123841
2011,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Discharge Days,84356
2011,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Discharge Days,59275
2011,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Discharge Days,16638
2011,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Discharge Days,72314
2011,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,44279
2011,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Discharge Days,69248
2011,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,15405
2011,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,6682
2011,014034,FREMONT HOSPITAL,Investor,ALAMEDA,Discharge Days,25100
2011,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,44320
2011,014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,Investor,ALAMEDA,Discharge Days,7698
2011,014226,TELECARE WILLOW ROCK CENTER,Investor,ALAMEDA,Discharge Days,3010
2011,034002,SUTTER AMADOR HOSPITAL,Non-Profit,AMADOR,Discharge Days,8149
2011,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,Non-Profit,BUTTE,Discharge Days,3838
2011,040875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Discharge Days,23082
2011,040937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Discharge Days,37270
2011,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Discharge Days,70203
2011,044006,BUTTE COUNTY PHF,City/County,BUTTE,Discharge Days,4555
2011,050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Discharge Days,4966
2011,060870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Discharge Days,4283
2011,070904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Discharge Days,27894
2011,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Discharge Days,44348
2011,070934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Discharge Days,32844
2011,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Discharge Days,93993
2011,070990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Discharge Days,67530
2011,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Discharge Days,47582
2011,074017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Discharge Days,20516
2011,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Non-Profit,CONTRA COSTA,Discharge Days,17984
2011,074097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Discharge Days,30428
2011,084001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Discharge Days,8207
2011,090793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Discharge Days,9645
2011,090933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Discharge Days,25086
2011,094002,EL DORADO COUNTY P H F,City/County,EL DORADO,Discharge Days,2787
2011,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,37294
2011,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Discharge Days,27922
2011,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Discharge Days,239383
2011,100797,ADVENTIST MEDICAL CENTER - REEDLEY,Non-Profit,FRESNO,Discharge Days,6009
2011,100899,ST. AGNES MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,109748
2011,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Investor,FRESNO,Discharge Days,17887
2011,104047,FRESNO SURGICAL HOSPITAL,Investor,FRESNO,Discharge Days,3717
2011,104062,KAISER FND HOSP - FRESNO,Non-Profit,FRESNO,Discharge Days,30235
2011,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,Investor,FRESNO,Discharge Days,4985
2011,105029,FRESNO HEART AND SURGICAL HOSPITAL,Non-Profit,FRESNO,Discharge Days,10285
2011,110889,GLENN MEDICAL CENTER,Non-Profit,GLENN,Discharge Days,1317
2011,121002,MAD RIVER COMMUNITY HOSPITAL,Investor,HUMBOLDT,Discharge Days,8296
2011,121031,JEROLD PHELPS COMMUNITY HOSPITAL,District,HUMBOLDT,Discharge Days,1656
2011,121051,REDWOOD MEMORIAL HOSPITAL,Non-Profit,HUMBOLDT,Discharge Days,5789
2011,121080,ST. JOSEPH HOSPITAL - EUREKA,Non-Profit,HUMBOLDT,Discharge Days,30282
2011,124004,SEMPERVIRENS P.H.F.,City/County,HUMBOLDT,Discharge Days,4147
2011,130699,EL CENTRO REGIONAL MEDICAL CENTER,City/County,IMPERIAL,Discharge Days,24923
2011,130760,PIONEERS MEMORIAL HOSPITAL,District,IMPERIAL,Discharge Days,24140
2011,141273,NORTHERN INYO HOSPITAL,District,INYO,Discharge Days,3008
2011,141338,SOUTHERN INYO HOSPITAL,District,INYO,Discharge Days,10427
2011,150706,DELANO REGIONAL MEDICAL CENTER,Non-Profit,KERN,Discharge Days,43635
2011,150722,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,Non-Profit,KERN,Discharge Days,76630
2011,150736,KERN MEDICAL CENTER,City/County,KERN,Discharge Days,56745
2011,150737,KERN VALLEY HEALTHCARE DISTRICT,District,KERN,Discharge Days,29513
2011,150761,MERCY HOSPITAL - BAKERSFIELD,Non-Profit,KERN,Discharge Days,60017
2011,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,Investor,KERN,Discharge Days,17763
2011,150782,RIDGECREST REGIONAL HOSPITAL,Non-Profit,KERN,Discharge Days,10345
2011,150788,SAN JOAQUIN COMMUNITY HOSPITAL,Non-Profit,KERN,Discharge Days,81530
2011,154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,Investor,KERN,Discharge Days,19037
2011,154101,BAKERSFIELD HEART HOSPITAL,Investor,KERN,Discharge Days,16194
2011,154147,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-BAKERSFIELD,Investor,KERN,Discharge Days,3192
2011,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,Investor,KERN,Discharge Days,2735
2011,160787,CENTRAL VALLEY GENERAL HOSPITAL,Non-Profit,KINGS,Discharge Days,7278
2011,164029,ADVENTIST MEDICAL CENTER,Non-Profit,KINGS,Discharge Days,50604
2011,171049,ST. HELENA HOSPITAL - CLEARLAKE,Non-Profit,LAKE,Discharge Days,7426
2011,171395,SUTTER LAKESIDE HOSPITAL,Non-Profit,LAKE,Discharge Days,7572
2011,184008,BANNER LASSEN MEDICAL CENTER,Non-Profit,LASSEN,Discharge Days,4617
2011,190017,ALHAMBRA HOSPITAL,Investor,LOS ANGELES,Discharge Days,35571
2011,190020,BHC ALHAMBRA HOSPITAL,Investor,LOS ANGELES,Discharge Days,30368
2011,190045,CATALINA ISLAND MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,150
2011,190049,KINDRED HOSPITAL BALDWIN PARK,Investor,LOS ANGELES,Discharge Days,23409
2011,190052,BARLOW RESPIRATORY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,25176
2011,190053,ST. MARY MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,62505
2011,190066,BELLFLOWER MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,27283
2011,190081,BEVERLY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,36983
2011,190110,BROTMAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,61395
2011,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,78044
2011,190137,CASA COLINA HOSPITAL FOR REHAB MEDICINE,Non-Profit,LOS ANGELES,Discharge Days,21509
2011,190148,CENTINELA HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,73543
2011,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,22364
2011,190159,TRI-CITY REGIONAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,15252
2011,190163,AURORA CHARTER OAK,Investor,LOS ANGELES,Discharge Days,32588
2011,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,88530
2011,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,55105
2011,190184,COLLEGE HOSPITAL,Investor,LOS ANGELES,Discharge Days,49489
2011,190196,KINDRED HOSPITAL SOUTH BAY,Investor,LOS ANGELES,Discharge Days,28110
2011,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Investor,LOS ANGELES,Discharge Days,11501
2011,190198,LOS ANGELES COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,34539
2011,190200,SAN GABRIEL VALLEY MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,49704
2011,190232,DEL AMO HOSPITAL,Investor,LOS ANGELES,Discharge Days,41128
2011,190240,LAKEWOOD REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,37303
2011,190243,DOWNEY REGIONAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,44600
2011,190256,EAST LOS ANGELES DOCTORS HOSPITAL,Investor,LOS ANGELES,Discharge Days,31202
2011,190280,ENCINO HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,10568
2011,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,Non-Profit,LOS ANGELES,Discharge Days,21378
2011,190305,KINDRED HOSPITAL - LOS ANGELES,Investor,LOS ANGELES,Discharge Days,27190
2011,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",Investor,LOS ANGELES,Discharge Days,31109
2011,190315,GARFIELD MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,65930
2011,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,12489
2011,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,Non-Profit,LOS ANGELES,Discharge Days,121150
2011,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,13047
2011,190352,GREATER EL MONTE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,14962
2011,190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,Investor,LOS ANGELES,Discharge Days,21386
2011,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,86427
2011,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,88413
2011,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,78939
2011,190400,HUNTINGTON MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,136679
2011,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,Investor,LOS ANGELES,Discharge Days,26011
2011,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,44198
2011,190422,TORRANCE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,109301
2011,190429,KAISER FND HOSP - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,142208
2011,190431,KAISER FND HOSP - SOUTH BAY,Non-Profit,LOS ANGELES,Discharge Days,58917
2011,190432,KAISER FND HOSP - PANORAMA CITY,Non-Profit,LOS ANGELES,Discharge Days,46704
2011,190434,KAISER FND HOSP - WEST LA,Non-Profit,LOS ANGELES,Discharge Days,48208
2011,190449,KINDRED HOSPITAL - LA MIRADA,Investor,LOS ANGELES,Discharge Days,59710
2011,190462,"AURORA LAS ENCINAS HOSPITAL, LLC",Investor,LOS ANGELES,Discharge Days,18686
2011,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,Investor,LOS ANGELES,Discharge Days,50184
2011,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,Non-Profit,LOS ANGELES,Discharge Days,96347
2011,190475,COMMUNITY HOSPITAL OF LONG BEACH,Non-Profit,LOS ANGELES,Discharge Days,19436
2011,190500,MARINA DEL REY HOSPITAL,Investor,LOS ANGELES,Discharge Days,16355
2011,190517,PROVIDENCE TARZANA MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,67488
2011,190521,MEMORIAL HOSPITAL OF GARDENA,Investor,LOS ANGELES,Discharge Days,57019
2011,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,58361
2011,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,34465
2011,190525,LONG BEACH MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,102095
2011,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Non-Profit,LOS ANGELES,Discharge Days,84458
2011,190534,OLYMPIA MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,32041
2011,190541,MONROVIA MEMORIAL HOSPITAL,Investor,LOS ANGELES,Discharge Days,11743
2011,190547,MONTEREY PARK HOSPITAL,Investor,LOS ANGELES,Discharge Days,20360
2011,190552,MOTION PICTURE AND TELEVISION HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,27739
2011,190555,CEDARS SINAI MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,293396
2011,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,89743
2011,190570,NORWALK COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,15783
2011,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,113061
2011,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,83754
2011,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,82188
2011,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Non-Profit,LOS ANGELES,Discharge Days,63746
2011,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,UC,LOS ANGELES,Discharge Days,77545
2011,190696,PACIFICA HOSPITAL OF THE VALLEY,Investor,LOS ANGELES,Discharge Days,58776
2011,190708,SHERMAN OAKS HOSPITAL,Investor,LOS ANGELES,Discharge Days,19780
2011,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,Non-Profit,LOS ANGELES,Discharge Days,2906
2011,190754,ST. FRANCIS MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,114689
2011,190756,ST. JOHN'S HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,53889
2011,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,92439
2011,190762,ST. VINCENT MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,52130
2011,190766,COAST PLAZA DOCTORS HOSPITAL,Investor,LOS ANGELES,Discharge Days,13610
2011,190782,TARZANA TREATMENT CENTER,Non-Profit,LOS ANGELES,Discharge Days,15313
2011,190784,TEMPLE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,14732
2011,190796,RONALD REAGAN UCLA MEDICAL CENTER,UC,LOS ANGELES,Discharge Days,166509
2011,190812,VALLEY PRESBYTERIAN HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,83029
2011,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS,Investor,LOS ANGELES,Discharge Days,18117
2011,190818,VERDUGO HILLS HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,31607
2011,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,39440
2011,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",Investor,LOS ANGELES,Discharge Days,3522
2011,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,44006
2011,190878,WHITE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,101440
2011,190883,WHITTIER HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,38249
2011,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,UC,LOS ANGELES,Discharge Days,24443
2011,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,55351
2011,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",Non-Profit,LOS ANGELES,Discharge Days,2
2011,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,Non-Profit,LOS ANGELES,Discharge Days,15372
2011,191227,LAC/HARBOR-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,126587
2011,191228,LAC+USC MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,211560
2011,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,68386
2011,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,City/County,LOS ANGELES,Discharge Days,61060
2011,191450,KAISER FND HOSP - WOODLAND HILLS,Non-Profit,LOS ANGELES,Discharge Days,51013
2011,194010,AMERICAN RECOVERY CENTER,Non-Profit,LOS ANGELES,Discharge Days,8071
2011,194219,KECK HOSPITAL OF USC,Non-Profit,LOS ANGELES,Discharge Days,78265
2011,194967,STAR VIEW ADOLESCENT - P H F,Investor,LOS ANGELES,Discharge Days,4693
2011,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,Investor,LOS ANGELES,Discharge Days,5825
2011,196035,KAISER FND HOSP - BALDWIN PARK,Non-Profit,LOS ANGELES,Discharge Days,51771
2011,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,94254
2011,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,Non-Profit,LOS ANGELES,Discharge Days,87176
2011,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,66541
2011,196405,PALMDALE REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,33156
2011,201281,MADERA COMMUNITY HOSPITAL,Non-Profit,MADERA,Discharge Days,25816
2011,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,Non-Profit,MADERA,Discharge Days,84090
2011,210992,KAISER FND HOSP - SAN RAFAEL,Non-Profit,MARIN,Discharge Days,21334
2011,210993,KENTFIELD REHABILITATION HOSPITAL,Investor,MARIN,Discharge Days,19943
2011,214034,NOVATO COMMUNITY HOSPITAL,Non-Profit,MARIN,Discharge Days,5600
2011,220733,JOHN C FREMONT HEALTHCARE DISTRICT,District,MARIPOSA,Discharge Days,11855
2011,230949,FRANK R HOWARD MEMORIAL HOSPITAL,Non-Profit,MENDOCINO,Discharge Days,5410
2011,231013,MENDOCINO COAST DISTRICT HOSPITAL,District,MENDOCINO,Discharge Days,6561
2011,231396,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,Non-Profit,MENDOCINO,Discharge Days,13485
2011,240924,MEMORIAL HOSPITAL LOS BANOS,Non-Profit,MERCED,Discharge Days,5970
2011,240942,MERCY MEDICAL CENTER - MERCED,Non-Profit,MERCED,Discharge Days,52919
2011,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,City/County,MERCED,Discharge Days,2462
2011,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,District,MODOC,Discharge Days,7844
2011,250956,MODOC MEDICAL CENTER,District,MODOC,Discharge Days,21570
2011,260011,MAMMOTH HOSPITAL,District,MONO,Discharge Days,1811
2011,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,Non-Profit,MONTEREY,Discharge Days,54579
2011,270777,GEORGE L MEE MEMORIAL HOSPITAL,Non-Profit,MONTEREY,Discharge Days,11184
2011,270875,SALINAS VALLEY MEMORIAL HOSPITAL,District,MONTEREY,Discharge Days,46564
2011,274043,NATIVIDAD MEDICAL CENTER,City/County,MONTEREY,Discharge Days,39338
2011,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,Non-Profit,NAPA,Discharge Days,38751
2011,281078,ST. HELENA HOSPITAL,Non-Profit,NAPA,Discharge Days,26809
2011,291023,SIERRA NEVADA MEMORIAL HOSPITAL,Non-Profit,NEVADA,Discharge Days,22979
2011,291053,TAHOE FOREST HOSPITAL,District,NEVADA,Discharge Days,8736
2011,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Non-Profit,ORANGE,Discharge Days,60131
2011,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,48014
2011,301097,ANAHEIM GENERAL HOSPITAL,Investor,ORANGE,Discharge Days,9755
2011,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,59816
2011,301127,KINDRED HOSPITAL BREA,Investor,ORANGE,Discharge Days,25067
2011,301132,KAISER FND HOSP - ANAHEIM,Non-Profit,ORANGE,Discharge Days,89781
2011,301140,CHAPMAN MEDICAL CENTER,Investor,ORANGE,Discharge Days,18373
2011,301155,COLLEGE HOSPITAL COSTA MESA,Investor,ORANGE,Discharge Days,36110
2011,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,Investor,ORANGE,Discharge Days,92711
2011,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,Investor,ORANGE,Discharge Days,43940
2011,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-Profit,ORANGE,Discharge Days,124921
2011,301209,HUNTINGTON BEACH HOSPITAL,Investor,ORANGE,Discharge Days,17662
2011,301234,LA PALMA INTERCOMMUNITY HOSPITAL,Investor,ORANGE,Discharge Days,17212
2011,301248,LOS ALAMITOS MEDICAL CENTER,Investor,ORANGE,Discharge Days,46790
2011,301258,COASTAL COMMUNITIES HOSPITAL,Investor,ORANGE,Discharge Days,29824
2011,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,79619
2011,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,UC,ORANGE,Discharge Days,106349
2011,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Investor,ORANGE,Discharge Days,27856
2011,301297,PLACENTIA LINDA HOSPITAL,Investor,ORANGE,Discharge Days,12147
2011,301304,NEWPORT BAY HOSPITAL,Investor,ORANGE,Discharge Days,11065
2011,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,71501
2011,301337,MISSION HOSPITAL LAGUNA BEACH,Non-Profit,ORANGE,Discharge Days,20173
2011,301340,ST. JOSEPH HOSPITAL - ORANGE,Non-Profit,ORANGE,Discharge Days,87306
2011,301342,ST. JUDE MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,82922
2011,301357,NEWPORT SPECIALTY HOSPITAL,Investor,ORANGE,Discharge Days,17454
2011,301379,WEST ANAHEIM MEDICAL CENTER,Investor,ORANGE,Discharge Days,32998
2011,304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Investor,ORANGE,Discharge Days,14866
2011,304113,CHILDREN'S HOSPITAL AT MISSION,Non-Profit,ORANGE,Discharge Days,8705
2011,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,Investor,ORANGE,Discharge Days,24881
2011,304460,HOAG ORTHOPEDIC INSTITUTE,Investor,ORANGE,Discharge Days,8671
2011,310791,SUTTER AUBURN FAITH HOSPITAL,Non-Profit,PLACER,Discharge Days,14189
